molecule_chembl_id;canonical_smiles;standard_value;clase
CHEMBL293815;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL553116;Br.CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1ccc(N)cc1)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL293561;CSc1ccc2c(cc1=O)[C@@H](NC(=O)C13CCC(C)(C(=O)O1)C3(C)C)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL558424;Br.CSc1ccc2c(cc1=O)[C@@H](N)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL292980;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)CCc1cc(OC(C)=O)c(OC(C)=O)c(OC(C)=O)c1-2;40000.0;inactive
CHEMBL61707;CCCCCC(=O)N[C@H]1CCc2cc(O)c(O)c(O)c2-c2ccc(SC)c(=O)cc21;40000.0;inactive
CHEMBL59083;COC(=O)Oc1cc2c(c(OC(=O)OC)c1OC(=O)OC)-c1ccc(SC)c(=O)cc1[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)CC2;40000.0;inactive
CHEMBL300544;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1cccc([N+](=O)[O-])c1)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL300164;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1ccc(Cl)cc1)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL298793;O=c1oc(/C=C/c2ccccc2)nc2c(O)nc(O)nc12;40000.0;inactive
CHEMBL298094;CN1CCN(c2cc3nc(/C=C/c4ccccc4)nc(O)c3cc2F)CC1;40000.0;inactive
CHEMBL3347553;COc1cc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)ccc1B(O)O;40000.0;inactive
CHEMBL194094;COc1cc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)ccc1O;40000.0;inactive
CHEMBL378835;CC[C@@]1(C)Oc2cc(ccc2OC)[C@@H](O)[C@H](NC)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]1C(=O)NCC(=O)O;40000.0;inactive
CHEMBL46226;Nn1c(/C=C/c2ccccc2)nc2ccc(Cl)cc2c1=O;40000.0;inactive
CHEMBL49208;C/C=C/c1nc(O)c2cc(Cl)ccc2n1;40000.0;inactive
CHEMBL45988;Cc1nc(/C=C/c2ccccc2)nc(O)c1C;40000.0;inactive
CHEMBL37785;CCCCCCCCCC(=O)N[C@H]1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(SC)c(=O)cc21;40000.0;inactive
CHEMBL298228;Nc1ccc2nc(/C=C/c3ccccc3)nc(O)c2c1;40000.0;inactive
CHEMBL61082;CSc1ccc2c(cc1=O)[C@@H](NC(=O)c1ccc(F)cc1)CCc1cc(O)c(O)c(O)c1-2;40000.0;inactive
CHEMBL46301;Oc1nc(/C=C/c2ccccn2)nc2ccc(Cl)cc12;40000.0;inactive
CHEMBL3580702;COc1ccc(Nc2c(-c3cccc(O)c3)nc3ccccn23)cc1;42000.0;inactive
CHEMBL3580695;COc1ccc(Nc2c(-c3ccc(F)cc3)nc3cnccn23)cc1;44000.0;inactive
CHEMBL3580696;COc1ccc(Nc2c(-c3ccc(Cl)cc3)nc3cnccn23)cc1;46000.0;inactive
CHEMBL3580701;COc1ccc(Nc2c(-c3cccc(B(O)O)c3)nc3ccccn23)cc1;48000.0;inactive
CHEMBL89124;CCCCCCCc1cccc(CC/C=C\[C@@H]2CSC([C@@H]3C[C@@H]3C)=N2)c1;50000.0;inactive
CHEMBL303103;COc1ccc([C@H]2OCO[C@@H]2c2cc(OC)c(OC)c(OC)c2)cc1O;50000.0;inactive
CHEMBL124392;COc1cc2c(c(OC)c1OC)C(=O)/C(=C/c1ccc(O)c(O)c1)O2;50000.0;inactive
CHEMBL88531;CC(C)=C/C=C/CC/C=C\[C@@H]1CSC([C@@H]2C[C@@H]2C)=N1;50000.0;inactive
CHEMBL91881;CCCCCCCCCCCC/C=C\[C@@H]1CSC([C@@H]2C[C@@H]2C)=N1;50000.0;inactive
CHEMBL448780;CC(=O)O[C@@]12COC1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)CN)C21)C3(C)C;51000.0;inactive
CHEMBL3580703;COc1ccc(Nc2c(-c3ccc(OC)c(O)c3)nc3ncccn23)cc1;54000.0;inactive
CHEMBL4530175;COc1ccc(/C=C(\C)C(=O)c2cc(OC)c(OC)c(OC)c2)cc1OCCCC(=O)NO;54500.0;inactive
CHEMBL10127;COc1ccc(CCCCc2cc(OC)c(OC)c(OC)c2)cc1O;54954.09;inactive
CHEMBL377133;COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1[C@@H](NS(=O)(=O)c1ccccc1[N+](=O)[O-])CC2;58000.0;inactive
CHEMBL377460;COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1[N+](=O)[O-])CC2;59000.0;inactive
CHEMBL208046;COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1[C@@H](NCC(C)=O)CC2;68000.0;inactive
CHEMBL3347573;COc1cc(/C=C\c2ccc(B(O)O)cc2)cc(OC)c1;79000.0;inactive
CHEMBL2369020;C=CC[C@@H](CC/C(C)=C/C=C/CC/C=C\[C@@H]1CSC([C@@H]2C[C@@H]2C)=N1)OC(=O)c1ccccc1;80000.0;inactive
CHEMBL56241;C=CC[C@@H](CC/C(C)=C/C=C/CCCO)OC;80000.0;inactive
CHEMBL386980;Brc1ccc(Nc2nc(-n3cnc4ccccc43)cs2)cc1;100000.0;inactive
CHEMBL3347575;COc1cc(/C=C\c2cccc(B(O)O)c2)cc(OC)c1;100000.0;inactive
CHEMBL3347560;COc1cc(/C=C\c2ccc(B(O)O)cc2)cc(OC)c1OC;100000.0;inactive
CHEMBL166221;COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H]([C@H](C)[C@@H]3O[C@@H]3c3ccc(C(=O)c4ccccc4)cc3)OC(=O)[C@H](CC(C)C)OC(=O)CCNC2=O)cc1;100000.0;inactive
CHEMBL3347604;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1C(=O)O;100000.0;inactive
CHEMBL3347574;COc1cc(/C=C\c2cccc(B(O)O)c2)cc(OC)c1OC;100000.0;inactive
CHEMBL2299099;COc1cc2ccc3cc(O)c(C)cc3c2c(OC)c1OC;100000.0;inactive
CHEMBL61;COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC;460000.0;inactive
CHEMBL67;COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O;530000.0;inactive
CHEMBL7976;O=C(/C=C/c1ccccc1)c1ccccc1;620000.0;inactive
CHEMBL18869;COc1cccc(-c2nc(O)c3cc(OC)ccc3n2)c1;4900000.0;inactive
CHEMBL278647;COc1cccc(-c2nc(O)c3cc(OC)c(OC)cc3n2)c1;6500000.0;inactive
CHEMBL18670;COc1cccc(-c2nc(O)c3ccccc3n2)c1;8600000.0;inactive
CHEMBL276943;COc1cc2nc(-c3ccccc3F)nc(O)c2cc1OC;40000000.0;inactive
CHEMBL18290;COc1cc2nc(-c3cccc(F)c3)nc(O)c2cc1OC;40000000.0;inactive
CHEMBL18753;COc1cc2nc(-c3ccc(F)cc3)nc(O)c2cc1OC;40000000.0;inactive
CHEMBL18258;Oc1nc(-c2ccccc2F)nc2ccccc12;40000000.0;inactive
CHEMBL18847;Oc1nc(-c2ccc3ccccc3c2)nc2ccccc12;40000000.0;inactive
CHEMBL18974;COc1cc2nc(-c3ccc4ccccc4c3)nc(O)c2cc1OC;40000000.0;inactive
CHEMBL18688;Oc1nc(-c2ccc(F)cc2)nc2ccccc12;40000000.0;inactive
CHEMBL273327;Oc1nc(-c2cccc(F)c2)nc2ccccc12;40000000.0;inactive
